1995-71-ФЗ-	«Арбитражного-процессуального кодекса РФ»	-	«О введении в действие Арбитражного-процессуального кодекса РФ»
2014-183-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 179 и 184.1 Бюджетного кодекса РФ»
2011-352-ФЗ-1	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 219 и 241 Бюджетного кодекса РФ и ФЗ „О государственной защите потерпевших, свидетелей и иных участников уголовного судопроизводства“»
2003-158-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 24, 158 и 160 Бюджетного кодекса РФ»
2006-265-ФЗ-2	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 45 и 80 Налоговый-часть-первая кодекса РФ и статью 57 Бюджетного кодекса РФ»
2016-346-ФЗ-[]	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 46 и 47.2 Бюджетного кодекса РФ в связи с принятием ФЗ „О внесении изменений в части первую и вторую Налогового кодекса РФ{Налогового кодекса РФ} в связи с передачей налоговым органам полномочий по администрированию страховых взносов на обязательное пенсионное, социальное и медицинское страхование“{О внесении изменений в части первую и вторую Налогового кодекса РФ{Налогового кодекса РФ} в связи с передачей налоговым органам полномочий по администрированию страховых взносов на обязательное пенсионное, социальное и медицинское страхование}»
2014-249-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 50 и 56 Бюджетного кодекса РФ»
2014-374-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 50 и 56 Бюджетного кодекса РФ»
2006-237-ФЗ-[]	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 50, 56 и 232 Бюджетного кодекса РФ и признании утратившей силу статьи 3 ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования межбюджетных отношений“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования межбюджетных отношений}»
2013-181-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 78 и 78.1 Бюджетного кодекса РФ в части предоставления грантов»
2016-466-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статьи 78.1 и 242.6 Бюджетного кодекса РФ»
2016-229-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статью 21 Бюджетного кодекса РФ»
2004-195-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статью 236 Бюджетного кодекса РФ»
2015-217-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статью 241 Бюджетного кодекса РФ»
2005-127-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменений в статью 96.1 Бюджетного кодекса РФ»
2012-128-ФЗ-2	«Бюджетного кодекса РФ»	-	«О внесении изменений в ФЗ „Об отходах производства и потребления“ и статью 51 Бюджетного кодекса РФ»
2005-49-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменения в статью 185 Бюджетного кодекса РФ»
2004-111-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменения в статью 60 Бюджетного кодекса РФ»
2016-344-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменения в статью 78.1 Бюджетного кодекса РФ»
2016-192-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменения в статью 93.2 Бюджетного кодекса РФ»
2014-266-ФЗ-	«Бюджетного кодекса РФ»	-	«О внесении изменения в статью 96.10 Бюджетного кодекса РФ»
2009-17-ФЗ-	«Бюджетного кодекса РФ»	-	«О порядке применения статей 132 и 139 Бюджетного кодекса РФ»
2014-1-ФЗ-	«Бюджетного кодекса РФ»	-	«О приостановлении действия абзаца четвёртого пункта 2 статьи 179 Бюджетного кодекса РФ»
2016-71-ФЗ-	«Бюджетного кодекса РФ»	-	«О приостановлении действия абзаца четвёртого пункта 2 статьи 179 Бюджетного кодекса РФ»
2016-158-ФЗ-	«Бюджетного кодекса РФ»	-	«О приостановлении действия отдельных положений Бюджетного кодекса РФ и внесении изменений в отдельные законодательные акты РФ»
2012-175-ФЗ-	«Бюджетного кодекса РФ»	-	«О приостановлении действия отдельных положений Бюджетного кодекса РФ»
2014-214-ФЗ-	«Бюджетного кодекса РФ»	-	«О приостановлении действия отдельных положений Бюджетного кодекса РФ»
2015-25-ФЗ-	«Бюджетного кодекса РФ»	-	«О приостановлении действия отдельных положений Бюджетного кодекса РФ»
2015-273-ФЗ-[]	«Бюджетного кодекса РФ»	-	«Об особенностях составления и утверждения проектов бюджетов бюджетной системы РФ на 2016 год, о внесении изменений в отдельные законодательные акты РФ и признании утратившей силу статьи 3 ФЗ „О приостановлении действия отдельных положений Бюджетного кодекса РФ“{О приостановлении действия отдельных положений Бюджетного кодекса РФ{Бюджетного кодекса РФ}}»
2003-184-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении дополнений в Бюджетный кодекс РФ в части создания Стабилизационного фонда РФ»
2004-182-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ в связи с образованием Федерального казначейства»
2017-262-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ в части использования нефтегазовых доходов федерального бюджета»
2007-63-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ в части регулирования бюджетного процесса и приведении в соответствие с бюджетным законодательством РФ отдельных законодательных актов РФ»
2004-120-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ в части регулирования межбюджетных отношений»
2010-216-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ в части уточнения сроков составления, рассмотрения и утверждения проектов бюджетов и отчётов об их исполнении»
2010-245-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и иные законодательные акты РФ»
2013-104-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ в связи с совершенствованием бюджетного процесса»
2012-268-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ в части использования нефтегазовых доходов федерального бюджета»
2017-315-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ и установлении особенностей исполнения федерального бюджета в 2018 году»
2009-58-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2011-270-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2011-68-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2012-244-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2013-252-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2013-418-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2017-345-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ»
2012-189-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и признании утратившими силу отдельных положений законодательных актов РФ»
2016-409-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и признании утратившими силу отдельных положений законодательных актов РФ»
2016-345-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и статьи 7 и 10 ФЗ „О приостановлении действия отдельных положений Бюджетного кодекса РФ{Бюджетного кодекса РФ} и внесении изменений в отдельные законодательные акты РФ“{О приостановлении действия отдельных положений Бюджетного кодекса РФ{Бюджетного кодекса РФ} и внесении изменений в отдельные законодательные акты РФ}»
2017-178-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и статью 3 ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и признании утратившими силу отдельных положений законодательных актов РФ“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и признании утратившими силу отдельных положений законодательных актов РФ}»
2014-283-ФЗ-1	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и статью 30 ФЗ „О внесении изменений в отдельные законодательные акты РФ в связи с совершенствованием правового положения государственных (муниципальных) учреждений“»
2009-192-ФЗ-1	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и статью 45 ФЗ „О Центральном банке РФ (Банке России)“»
2017-434-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и статью 6 ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и отдельные законодательные акты РФ и установлении особенностей исполнения федерального бюджета в 2018 году“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и отдельные законодательные акты РФ и установлении особенностей исполнения федерального бюджета в 2018 году}»
2016-145-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и статью 6 ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и статью 30 ФЗ «О внесении изменений в отдельные законодательные акты РФ в связи с совершенствованием правового положения государственных (муниципальных) учреждений»“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и статью 30 ФЗ «О внесении изменений в отдельные законодательные акты РФ в связи с совершенствованием правового положения государственных (муниципальных) учреждений»}»
2007-247-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования бюджетного процесса и приведении в соответствие с бюджетным законодательством РФ отдельных законодательных актов РФ“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования бюджетного процесса и приведении в соответствие с бюджетным законодательством РФ отдельных законодательных актов РФ}»
2008-310-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ и ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования бюджетного процесса и приведении в соответствие с бюджетным законодательством РФ отдельных законодательных актов РФ“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования бюджетного процесса и приведении в соответствие с бюджетным законодательством РФ отдельных законодательных актов РФ}»
2005-197-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ, Гражданский-процессуальный кодекс РФ{Гражданский-процессуальный кодекс РФ}, Арбитражный процессуальный кодекс РФ{процессуальный кодекс РФ} и ФЗ „Об исполнительном производстве“{Об исполнительном производстве}»
2012-127-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ, статью 6 ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и иные законодательные акты РФ“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и иные законодательные акты РФ} и ФЗ „О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов“{О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов}»
2005-198-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ, ФЗ „О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования межбюджетных отношений“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} в части регулирования межбюджетных отношений} и ФЗ „Об общих принципах организации местного самоуправления в РФ“{Об общих принципах организации местного самоуправления в РФ}»
2005-159-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2014-25-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2014-311-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2014-383-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2014-449-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2014-450-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2015-381-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2016-23-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2017-172-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2017-284-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2017-285-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2017-48-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений в Бюджетный кодекс РФ»
2006-6-ФЗ-2	«Бюджетный кодекс РФ»	-	«О внесении изменений в Гражданский-часть-первая кодекса РФ и Бюджетный кодекс РФ»
2013-132-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменений в статью 6 ФЗ „О внесении изменений в Бюджетный кодекс РФ и иные законодательные акты РФ“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и иные законодательные акты РФ}»
2004-174-ФЗ-2	«Бюджетный кодекс РФ»	-	«О внесении изменений в ФЗ „О бюджетной классификации РФ“ и Бюджетный кодекс РФ»
2005-176-ФЗ-2	«Бюджетный кодекс РФ»	-	«О внесении изменений в ФЗ „О бюджетной классификации РФ“ и Бюджетный кодекс РФ»
2000-116-ФЗ-	«Бюджетный кодекс РФ»	-	«О внесении изменений и дополнений в Бюджетный кодекс РФ»
2014-168-ФЗ-[]	«Бюджетный кодекс РФ»	-	«О внесении изменения в статью 6 ФЗ „О внесении изменений в Бюджетный кодекс РФ и отдельные законодательные акты РФ“{О внесении изменений в Бюджетный кодекс РФ{Бюджетный кодекс РФ} и отдельные законодательные акты РФ}»
2006-73-ФЗ-	«Водного кодекса РФ»	-	«О введении в действие Водного кодекса РФ»
2007-102-ФЗ-1	«Водного кодекса РФ»	-	«О внесении изменений в статьи 16 и 19 Водного кодекса РФ и статью 27 Земельного кодекса РФ»
2017-261-ФЗ-	«Водного кодекса РФ»	-	«О внесении изменений в статьи 60 и 67.1 Водного кодекса РФ»
2016-384-ФЗ-	«Водного кодекса РФ»	-	«О внесении изменений в статью 28 Водного кодекса РФ»
2014-445-ФЗ-[]	«Водного кодекса РФ»	-	«О признании утратившими силу отдельных положений законодательных актов РФ и внесении изменения в статью 6.3 ФЗ „О введении в действие Водного кодекса РФ“{О введении в действие Водного кодекса РФ{Водного кодекса РФ}}»
2008-118-ФЗ-	«Водный кодекс РФ»	-	«О внесении изменений в Водный кодекс РФ и отдельные законодательные акты РФ»
2013-282-ФЗ-	«Водный кодекс РФ»	-	«О внесении изменений в Водный кодекс РФ и отдельные законодательные акты РФ»
2017-208-ФЗ-	«Водный кодекс РФ»	-	«О внесении изменений в Водный кодекс РФ»
2013-87-ФЗ-2	«Водный кодекс РФ»	-	«О внесении изменений в ФЗ „О внутренних морских водах, территориальном море и прилежащей зоне РФ“ и Водный кодекс РФ»
1999-150-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении дополнения в статью 52 Воздушного кодекса РФ»
2010-183-ФЗ-1	«Воздушного кодекса РФ»	-	«О внесении изменений в статьи 22 и 36 Воздушного кодекса РФ и статью 1 ФЗ „О государственном регулировании развития авиации“»
2009-179-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменений в статью 34 Воздушного кодекса РФ»
2014-73-ФЗ-1	«Воздушного кодекса РФ»	-	«О внесении изменений в статью 56 Воздушного кодекса РФ и статью 14 ФЗ „О правовом положении иностранных граждан в РФ“»
2007-314-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 105 Воздушного кодекса РФ»
2016-147-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 132 Воздушного кодекса РФ»
2011-332-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 22 Воздушного кодекса РФ»
2015-253-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 52 Воздушного кодекса РФ»
2006-115-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 56 Воздушного кодекса РФ»
2011-51-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 64 Воздушного кодекса РФ»
2007-326-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 85.1 Воздушного кодекса РФ»
2011-50-ФЗ-	«Воздушного кодекса РФ»	-	«О внесении изменения в статью 85.1 Воздушного кодекса РФ»
2017-338-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ в связи с присоединением РФ к Конвенции для унификации некоторых правил международных воздушных перевозок от 28 мая 1999 года»
2015-462-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ в части использования беспилотных воздушных судов»
2017-491-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ в части обеспечения авиационной безопасности»
2017-228-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ в части провоза багажа»
2015-254-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ и отдельные законодательные акты РФ»
2006-114-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2007-331-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2012-129-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2013-124-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2014-253-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2014-79-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2015-166-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2016-291-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2017-376-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменений в Воздушный кодекс РФ»
2012-260-ФЗ-	«Воздушный кодекс РФ»	-	«О внесении изменения в Воздушный кодекс РФ»
2004-191-ФЗ-	«Градостроительного кодекса РФ»	-	«О введении в действие Градостроительного кодекса РФ»
2014-80-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 2 и 6 Градостроительного кодекса РФ»
2014-65-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 48 и 51 Градостроительного кодекса РФ»
2015-339-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 48 и 51 Градостроительного кодекса РФ»
2014-533-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 49 и 51 Градостроительного кодекса РФ»
2016-370-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 51 и 55 Градостроительного кодекса РФ»
2016-445-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 51 и 55 Градостроительного кодекса РФ»
2011-224-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статьи 51 и 56 Градостроительного кодекса РФ и отдельные законодательные акты РФ»
2017-31-ФЗ-2	«Градостроительного кодекса РФ»	-	«О внесении изменений в статью 3 ФЗ „О промышленной безопасности опасных производственных объектов“ и статью 60 Градостроительного кодекса РФ»
2009-273-ФЗ-[]	«Градостроительного кодекса РФ»	-	«О внесении изменений в статью 3.2 ФЗ „О введении в действие Градостроительного кодекса РФ“{О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}} и отдельные законодательные акты РФ»
2010-378-ФЗ-[]	«Градостроительного кодекса РФ»	-	«О внесении изменений в статью 4.2 ФЗ „О введении в действие Градостроительного кодекса РФ“{О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}}»
2015-402-ФЗ-[]	«Градостроительного кодекса РФ»	-	«О внесении изменений в статью 49 Градостроительного кодекса РФ и статью 4 ФЗ „О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}“{О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}}»
2006-143-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменений в статью 55 Градостроительного кодекса РФ»
2017-126-ФЗ-[]	«Градостроительного кодекса РФ»	-	«О внесении изменений в статью 55.2 Градостроительного кодекса РФ и статью 3.3 ФЗ „О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}“{О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}}»
2005-206-ФЗ-[]	«Градостроительного кодекса РФ»	-	«О внесении изменений в ФЗ „О введении в действие Градостроительного кодекса РФ“{О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}} и некоторые другие законодательные акты РФ по вопросам совершенствования градостроительной деятельности»
2008-75-ФЗ-2	«Градостроительного кодекса РФ»	-	«О внесении изменений в ФЗ „Об экологической экспертизе“ и статьи 49 и 54 Градостроительного кодекса РФ»
2010-314-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменения в статью 48.1 Градостроительного кодекса РФ»
2016-198-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменения в статью 55 Градостроительного кодекса РФ»
2012-120-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменения в статью 55.21 Градостроительного кодекса РФ»
2016-371-ФЗ-	«Градостроительного кодекса РФ»	-	«О внесении изменения в статью 55.24 Градостроительного кодекса РФ»
2017-360-ФЗ-[]	«Градостроительного кодекса РФ»	-	«О внесении изменения в ФЗ „О введении в действие Градостроительного кодекса РФ“{О введении в действие Градостроительного кодекса РФ{Градостроительного кодекса РФ}} в связи с особенностями осуществления градостроительной деятельности на территории свободного порта Владивосток»
2011-41-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ в части вопросов территориального планирования»
2006-232-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2007-215-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2008-148-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2010-240-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2011-215-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2011-243-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2011-337-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2012-289-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2012-318-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2014-224-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2014-456-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2016-372-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2017-455-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
2017-507-ФЗ-	«Градостроительный кодекс РФ»	-	«О внесении изменений в Градостроительный кодекс РФ и отдельные законодательные акты РФ»
